method,dataset,n_runs,high_fitness_proximity_mean,high_fitness_proximity_std,novelty_mean,novelty_std,batch_diversity_mean,batch_diversity_std,normalized_fitness_median_top128_mean,normalized_fitness_median_top128_std,normalized_fitness_median_top256_mean,normalized_fitness_median_top256_std,max_fitness_mean,max_fitness_std,spearman_correlation_mean,spearman_correlation_std,epistatic_correlation_mean,epistatic_correlation_std,recall_high_order_mean,recall_high_order_std,simple_regret_mean,simple_regret_std,miscalibration_area_mean,miscalibration_area_std,expected_calibration_error_mean,expected_calibration_error_std,auoc_mean,auoc_std,hit_rate_mean,hit_rate_std,max_fitness_raw_mean,max_fitness_raw_std,global_max_raw_mean,global_max_raw_std,_seed_mean,_seed_std,simple_regret_raw_mean,simple_regret_raw_std
Random,GFP_hard,31,12.14516129032258,0.34062438841843345,13.0,0.0,16.0,0.0,0.7891375721029062,0.017398841511108647,0.5796203748330179,0.027127462018493975,0.9995305558441183,0.0005527750832051584,0.0,0.0,0.0,0.0,0.0,0.0,0.0004694441558815351,0.0005527750832051583,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5602041135161286,0.0008636610186941074,1.5609368858064507,1.1523022501738806e-05,442.16129032258067,279.0067748945261,0.0003645419999998012,0.0
