method,dataset,n_runs,high_fitness_proximity_mean,high_fitness_proximity_std,novelty_mean,novelty_std,batch_diversity_mean,batch_diversity_std,normalized_fitness_median_top128_mean,normalized_fitness_median_top128_std,normalized_fitness_median_top256_mean,normalized_fitness_median_top256_std,max_fitness_mean,max_fitness_std,spearman_correlation_mean,spearman_correlation_std,epistatic_correlation_mean,epistatic_correlation_std,recall_high_order_mean,recall_high_order_std,simple_regret_mean,simple_regret_std,miscalibration_area_mean,miscalibration_area_std,expected_calibration_error_mean,expected_calibration_error_std,auoc_mean,auoc_std,hit_rate_mean,hit_rate_std,max_fitness_raw_mean,max_fitness_raw_std,global_max_raw_mean,global_max_raw_std,_seed_mean,_seed_std
Random,eqFP611_blue,30,3.0,0.0,2.0,0.0,6.666666666666667,0.4714045207910317,0.48112777438441495,0.07422026226621778,0.17312878126911538,0.01653029351860277,0.975364092512903,0.011685443812242052,0.0,0.0,0.0,0.0,0.0,0.0,0.024635907487096962,0.011685443812242053,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.568058840506172,0.01878628054454639,1.6076651299170395,4.440892098500626e-16,455.5,273.7225785352754
