dataset,metric,method_a,method_b,median_a,median_b,median_diff,p_two_sided,sig_bonferroni
4site_PhoQ,max_fitness,AlphaVariant,Random,0.4635623426048117,0.1936756604321428,0.2698866821726689,9.98377799987793e-07,True
4site_PhoQ,max_fitness,ALDE,FLEXS,0.4553539609146411,0.42805041083339634,0.027303550081244743,0.12413446232676506,False
4site_PhoQ,max_fitness,ALDE,CLADE,0.4553539609146411,0.40691501963370136,0.04843894128093973,0.1305814624272777,False
4site_PhoQ,max_fitness,ALDE,GreedyWalk,0.4553539609146411,0.3419934664862498,0.1133604944283913,0.041013598292071844,False
4site_PhoQ,max_fitness,ALDE,AiCE,0.4553539609146411,0.3256729748461517,0.12968098606848938,4.069601735706338e-05,True
4site_PhoQ,max_fitness,ALDE,EVOLVEpro,0.4553539609146411,0.20054061512780447,0.2548133457868366,2.0489096641540527e-07,True
4site_PhoQ,max_fitness,ALDE,Random,0.4553539609146411,0.1936756604321428,0.2616783004824983,2.60770320892334e-08,True
4site_PhoQ,max_fitness,FLEXS,CLADE,0.42805041083339634,0.40691501963370136,0.021135391199694986,0.765513273408791,False
4site_PhoQ,max_fitness,FLEXS,GreedyWalk,0.42805041083339634,0.3419934664862498,0.08605694434714656,0.1459994912147522,False
4site_PhoQ,max_fitness,FLEXS,AiCE,0.42805041083339634,0.3256729748461517,0.10237743598724464,0.0009620600321852106,True
4site_PhoQ,max_fitness,FLEXS,EVOLVEpro,0.42805041083339634,0.20054061512780447,0.22750979570559188,4.968419671058655e-05,True
4site_PhoQ,max_fitness,FLEXS,Random,0.42805041083339634,0.1936756604321428,0.23437475040125355,7.994472980499268e-06,True
4site_PhoQ,max_fitness,CLADE,GreedyWalk,0.40691501963370136,0.3419934664862498,0.06492155314745157,0.5978077705949545,False
4site_PhoQ,max_fitness,CLADE,AiCE,0.40691501963370136,0.3256729748461517,0.08124204478754965,0.0061949919909238815,False
4site_PhoQ,max_fitness,CLADE,EVOLVEpro,0.40691501963370136,0.20054061512780447,0.2063744045058969,9.90256667137146e-05,True
4site_PhoQ,max_fitness,CLADE,Random,0.40691501963370136,0.1936756604321428,0.21323935920155856,0.0001528710126876831,True
4site_PhoQ,max_fitness,GreedyWalk,AiCE,0.3419934664862498,0.3256729748461517,0.016320491640098078,0.01281387556979876,False
4site_PhoQ,max_fitness,GreedyWalk,EVOLVEpro,0.3419934664862498,0.20054061512780447,0.14145285135844532,0.0007296018302440643,True
4site_PhoQ,max_fitness,GreedyWalk,Random,0.3419934664862498,0.1936756604321428,0.148317806054107,0.00013536081360538934,True
4site_PhoQ,max_fitness,AiCE,EVOLVEpro,0.3256729748461517,0.20054061512780447,0.12513235971834724,0.16972956854297983,False
4site_PhoQ,max_fitness,AiCE,Random,0.3256729748461517,0.1936756604321428,0.13199731441400891,0.0803273618221283,False
4site_PhoQ,max_fitness,EVOLVEpro,Random,0.20054061512780447,0.1936756604321428,0.006864954695661674,0.5425279382616282,False
4site_TRPB,max_fitness,ALDE,MULTIevolve,0.932033526,0.932033526,0.0,0.8274210393774797,False
4site_TRPB,max_fitness,ALDE,AlphaVariant,0.932033526,0.884214174,0.04781935199999998,0.4429040778936634,False
4site_TRPB,max_fitness,ALDE,ftMLDE,0.932033526,0.87050825,0.06152527600000002,0.27069559358082773,False
4site_TRPB,max_fitness,ALDE,CLADE,0.932033526,0.841000643,0.09103288300000001,0.20946925558822826,False
4site_TRPB,max_fitness,ALDE,FLEXS,0.932033526,0.813543058,0.11849046799999996,0.03913237998611992,False
4site_TRPB,max_fitness,ALDE,GreedyWalk,0.932033526,0.752894791,0.179138735,0.0053181903842214485,False
4site_TRPB,max_fitness,ALDE,AiCE,0.932033526,0.6655259675,0.26650755849999996,5.676886756498069e-06,True
4site_TRPB,max_fitness,ALDE,EVOLVEpro,0.932033526,0.6221049574999999,0.30992856850000006,3.5390257835388184e-08,True
4site_TRPB,max_fitness,ALDE,Random,0.932033526,0.610289724,0.32174380199999997,3.725290298461914e-09,True
4site_TRPB,max_fitness,MULTIevolve,AlphaVariant,0.932033526,0.884214174,0.04781935199999998,0.36001728720943493,False
4site_TRPB,max_fitness,MULTIevolve,ftMLDE,0.932033526,0.87050825,0.06152527600000002,0.3217930239269058,False
4site_TRPB,max_fitness,MULTIevolve,CLADE,0.932033526,0.841000643,0.09103288300000001,0.1298980523062028,False
4site_TRPB,max_fitness,MULTIevolve,FLEXS,0.932033526,0.813543058,0.11849046799999996,0.10001382562537035,False
4site_TRPB,max_fitness,MULTIevolve,GreedyWalk,0.932033526,0.752894791,0.179138735,0.0030680896517003946,False
4site_TRPB,max_fitness,MULTIevolve,AiCE,0.932033526,0.6655259675,0.26650755849999996,7.1896697311835355e-06,True
4site_TRPB,max_fitness,MULTIevolve,EVOLVEpro,0.932033526,0.6221049574999999,0.30992856850000006,1.862645149230957e-08,True
4site_TRPB,max_fitness,MULTIevolve,Random,0.932033526,0.610289724,0.32174380199999997,3.725290298461914e-09,True
4site_TRPB,max_fitness,AlphaVariant,ftMLDE,0.884214174,0.87050825,0.013705924000000036,0.1707549328436836,False
4site_TRPB,max_fitness,AlphaVariant,CLADE,0.884214174,0.841000643,0.04321353100000003,0.37396406813178074,False
4site_TRPB,max_fitness,AlphaVariant,FLEXS,0.884214174,0.813543058,0.07067111599999998,0.4234466931091958,False
4site_TRPB,max_fitness,AlphaVariant,GreedyWalk,0.884214174,0.752894791,0.131319383,0.002356623195104496,False
